Faixa_Etaria;Enunciado;Opcao_A;Opcao_B;Opcao_C;Opcao_D;Resposta_Correta
12-14;Qual é a área de um retângulo com largura 18 cm e altura 9 cm?;166;162;149;148;B
12-14;Qual é a área de um retângulo com largura 15 cm e altura 8 cm?;115;126;120;122;C
12-14;Qual é a área de um retângulo com largura 16 cm e altura 10 cm?;160;163;152;145;A
12-14;Qual é a área de um retângulo com largura 11 cm e altura 15 cm?;178;156;165;154;C
12-14;Qual é a área de um retângulo com largura 19 cm e altura 15 cm?;285;289;280;286;A
12-14;Qual é a área de um retângulo com largura 15 cm e altura 7 cm?;117;111;100;105;D
12-14;Qual é a área de um retângulo com largura 7 cm e altura 3 cm?;21;35;13;32;A
12-14;Qual é a área de um triângulo com base 6 cm e altura 4 cm?;16;18;13;12;D
12-14;Qual é a área de um retângulo com largura 8 cm e altura 14 cm?;105;112;109;122;B
12-14;Qual é a área de um triângulo com base 9 cm e altura 10 cm?;33;50;45;38;C
12-14;Qual é a área de um triângulo com base 14 cm e altura 6 cm?;44;38;32;42;D
12-14;Qual é a área de um retângulo com largura 14 cm e altura 13 cm?;181;182;188;178;B
12-14;Qual é a área de um triângulo com base 13 cm e altura 10 cm?;65;68;59;64;A
12-14;Qual é a área de um triângulo com base 9 cm e altura 14 cm?;63;76;75;55;A
12-14;Qual é a área de um retângulo com largura 16 cm e altura 7 cm?;123;111;112;121;C
12-14;Qual é a área de um retângulo com largura 9 cm e altura 4 cm?;42;25;34;36;D
12-14;Qual é a área de um triângulo com base 9 cm e altura 15 cm?;67.5;72;66.2;64.9;A
12-14;Qual é a área de um retângulo com largura 7 cm e altura 6 cm?;42;36;51;43;A
12-14;Qual é a área de um triângulo com base 17 cm e altura 6 cm?;51;48;40;49;A
12-14;Qual é a área de um triângulo com base 11 cm e altura 15 cm?;79.2;87.3;82.5;84;C
12-14;Qual é a área de um retângulo com largura 10 cm e altura 6 cm?;60;55;68;57;A
12-14;Qual é a área de um triângulo com base 5 cm e altura 6 cm?;3;15;12;9;B
12-14;Qual é a área de um retângulo com largura 17 cm e altura 10 cm?;183;170;161;162;B
12-14;Qual é a área de um retângulo com largura 19 cm e altura 8 cm?;157;166;155;152;D
12-14;Qual é a área de um triângulo com base 15 cm e altura 8 cm?;68;60;65;57;B
12-14;Qual é a área de um triângulo com base 11 cm e altura 15 cm?;83.6;82.5;77.9;84.4;B
12-14;Qual é a área de um triângulo com base 8 cm e altura 8 cm?;37;43;31;32;D
12-14;Qual é a área de um retângulo com largura 11 cm e altura 7 cm?;65;77;91;82;B
12-14;Qual é a área de um triângulo com base 15 cm e altura 15 cm?;112.5;116.6;109.4;113.4;A
12-14;Qual é a área de um retângulo com largura 13 cm e altura 12 cm?;170;143;156;164;C
12-14;Qual é a área de um retângulo com largura 8 cm e altura 3 cm?;33;24;30;22;B
12-14;Qual é a área de um triângulo com base 10 cm e altura 12 cm?;60;45;51;61;A
12-14;Qual é a área de um retângulo com largura 19 cm e altura 15 cm?;285;292;280;284;A
12-14;Qual é a área de um retângulo com largura 20 cm e altura 6 cm?;132;126;120;121;C
12-14;Qual é a área de um retângulo com largura 4 cm e altura 10 cm?;48;31;54;40;D
12-14;Qual é a área de um triângulo com base 11 cm e altura 12 cm?;58;62;78;66;D
12-14;Qual é a área de um retângulo com largura 13 cm e altura 8 cm?;93;101;109;104;D
12-14;Qual é a área de um triângulo com base 12 cm e altura 11 cm?;72;54;66;59;C
12-14;Qual é a área de um retângulo com largura 7 cm e altura 6 cm?;42;43;31;55;A
12-14;Qual é a área de um retângulo com largura 4 cm e altura 10 cm?;40;53;38;47;A
12-14;Qual é a área de um retângulo com largura 6 cm e altura 7 cm?;27;52;41;42;D
12-14;Qual é a área de um retângulo com largura 12 cm e altura 13 cm?;144;141;151;156;D
12-14;Qual é a área de um retângulo com largura 20 cm e altura 11 cm?;210;231;230;220;D
12-14;Qual é a área de um retângulo com largura 20 cm e altura 14 cm?;280;265;281;285;A
12-14;Qual é a área de um triângulo com base 11 cm e altura 14 cm?;63;77;88;70;B
12-14;Qual é a área de um triângulo com base 13 cm e altura 8 cm?;44;52;58;47;B
12-14;Qual é a área de um retângulo com largura 13 cm e altura 8 cm?;103;100;114;104;D
12-14;Qual é a área de um retângulo com largura 13 cm e altura 14 cm?;182;186;172;184;A
12-14;Qual é a área de um triângulo com base 13 cm e altura 9 cm?;59.9;59.4;58.5;57.2;C
12-14;Qual é a área de um retângulo com largura 16 cm e altura 6 cm?;98;99;97;96;D
12-14;Qual é a área de um retângulo com largura 15 cm e altura 11 cm?;172;165;166;153;B
12-14;Qual é a área de um triângulo com base 10 cm e altura 8 cm?;42;40;46;47;B
12-14;Qual é a área de um triângulo com base 4 cm e altura 9 cm?;21;18;15;12;B
12-14;Qual é a área de um triângulo com base 12 cm e altura 14 cm?;84;86;96;97;A
12-14;Qual é a área de um retângulo com largura 6 cm e altura 6 cm?;45;36;33;49;B
12-14;Qual é a área de um retângulo com largura 8 cm e altura 6 cm?;48;41;54;49;A
12-14;Qual é a área de um retângulo com largura 8 cm e altura 11 cm?;99;88;85;98;B
12-14;Qual é a área de um triângulo com base 11 cm e altura 12 cm?;68;66;52;71;B
12-14;Qual é a área de um triângulo com base 10 cm e altura 11 cm?;58;48;59;55;D
12-14;Qual é a área de um triângulo com base 20 cm e altura 6 cm?;60;65;64;52;A
12-14;Qual é a área de um retângulo com largura 14 cm e altura 13 cm?;179;192;190;182;D
12-14;Qual é a área de um triângulo com base 9 cm e altura 9 cm?;35.9;38.2;37.9;40.5;D
12-14;Qual é a área de um retângulo com largura 17 cm e altura 12 cm?;204;192;198;193;A
12-14;Qual é a área de um retângulo com largura 5 cm e altura 5 cm?;38;17;27;25;D
12-14;Qual é a área de um retângulo com largura 13 cm e altura 4 cm?;52;45;42;48;A
12-14;Qual é a área de um triângulo com base 5 cm e altura 8 cm?;17;26;14;20;D
12-14;Qual é a área de um triângulo com base 20 cm e altura 9 cm?;82;104;90;87;C
12-14;Qual é a área de um retângulo com largura 4 cm e altura 3 cm?;8;4;7;12;D
12-14;Qual é a área de um retângulo com largura 18 cm e altura 12 cm?;216;229;223;202;A
12-14;Qual é a área de um retângulo com largura 12 cm e altura 14 cm?;178;168;182;162;B
12-14;Qual é a área de um triângulo com base 11 cm e altura 6 cm?;22;33;19;30;B
12-14;Qual é a área de um triângulo com base 8 cm e altura 14 cm?;50;56;60;47;B
12-14;Qual é a área de um triângulo com base 6 cm e altura 7 cm?;21;7;27;16;A
12-14;Qual é a área de um triângulo com base 14 cm e altura 8 cm?;58;56;45;54;B
12-14;Qual é a área de um triângulo com base 9 cm e altura 4 cm?;30;18;28;11;B
12-14;Qual é a área de um retângulo com largura 11 cm e altura 13 cm?;145;143;131;138;B
12-14;Qual é a área de um retângulo com largura 16 cm e altura 8 cm?;141;123;114;128;D
12-14;Qual é a área de um triângulo com base 12 cm e altura 10 cm?;61;73;60;58;C
12-14;Qual é a área de um retângulo com largura 8 cm e altura 14 cm?;112;124;98;113;A
12-14;Qual é a área de um triângulo com base 12 cm e altura 8 cm?;43;48;52;46;B
12-14;Qual é a área de um retângulo com largura 4 cm e altura 12 cm?;46;48;49;43;B
12-14;Qual é a área de um triângulo com base 9 cm e altura 6 cm?;36;27;19;37;B
12-14;Qual é a área de um retângulo com largura 13 cm e altura 6 cm?;70;67;78;64;C
15+;Quais são as raízes da equação x² + 4x - 5 = 0?;x = -5 e x = 1;x = 2 e x = 3;x = -8 e x = -5;x = -3 e x = 8;A
15+;Quais são as raízes da equação x² - 6x + 5 = 0?;x = 1 e x = 5;x = -8 e x = 1;x = 1 e x = 7;x = -2 e x = 5;A
15+;Quais são as raízes da equação x² - 10x + 9 = 0?;x = -3 e x = 3;x = -8 e x = 2;x = 1 e x = 9;x = -6 e x = 3;C
15+;Quais são as raízes da equação x² - 9 = 0?;x = 3 e x = 4;x = -3 e x = 3;x = -5 e x = 0;x = -7 e x = 8;B
15+;Quais são as raízes da equação x² + 4x - 5 = 0?;x = -6 e x = 4;x = -3 e x = 1;x = -5 e x = 1;x = -8 e x = 2;C
15+;Quais são as raízes da equação x² - 11x + 30 = 0?;x = -4 e x = 6;x = 5 e x = 6;x = -5 e x = 8;x = -8 e x = 7;B
15+;Quais são as raízes da equação x² + 4x - 5 = 0?;x = -1 e x = 9;x = -5 e x = 1;x = -7 e x = -2;x = -6 e x = 9;B
15+;Quais são as raízes da equação x² - 16 = 0?;x = -4 e x = 4;x = -4 e x = 6;x = -1 e x = 3;x = 1 e x = 5;A
15+;Quais são as raízes da equação x² + 2x - 15 = 0?;x = -2 e x = 3;x = -5 e x = 3;x = -4 e x = 4;x = -6 e x = 0;B
15+;Quais são as raízes da equação x² - 11x + 30 = 0?;x = 5 e x = 6;x = -7 e x = 9;x = -7 e x = 5;x = 7 e x = 9;A
15+;Quais são as raízes da equação x² - 11x + 18 = 0?;x = 2 e x = 9;x = -7 e x = 2;x = 7 e x = 8;x = -2 e x = 7;A
15+;Quais são as raízes da equação x² - 10x + 21 = 0?;x = -4 e x = 4;x = -5 e x = -1;x = 2 e x = 3;x = 3 e x = 7;D
15+;Quais são as raízes da equação x² - 6x - 7 = 0?;x = -1 e x = 7;x = 5 e x = 6;x = -7 e x = 5;x = 4 e x = 9;A
15+;Quais são as raízes da equação x² - 1 = 0?;x = -7 e x = 6;x = -1 e x = 1;x = 2 e x = 3;x = 1 e x = 9;B
15+;Quais são as raízes da equação x² - 14x + 48 = 0?;x = -6 e x = 3;x = -8 e x = -2;x = 1 e x = 6;x = 6 e x = 8;D
15+;Quais são as raízes da equação x² - 11x + 28 = 0?;x = 0 e x = 3;x = 4 e x = 7;x = -5 e x = 5;x = -7 e x = 3;B
15+;Quais são as raízes da equação x² + 3x - 18 = 0?;x = -6 e x = 3;x = -3 e x = -2;x = -6 e x = -1;x = -6 e x = -5;A
15+;Quais são as raízes da equação x² - 11x + 28 = 0?;x = 4 e x = 7;x = -7 e x = -1;x = -3 e x = -1;x = 1 e x = 7;A
15+;Quais são as raízes da equação x² - 9x + 8 = 0?;x = -8 e x = -1;x = 1 e x = 8;x = -3 e x = 9;x = -5 e x = 1;B
15+;Quais são as raízes da equação x² - 1x - 12 = 0?;x = -5 e x = 0;x = 1 e x = 2;x = -4 e x = 7;x = -3 e x = 4;D
15+;Quais são as raízes da equação x² - 5x - 14 = 0?;x = 5 e x = 6;x = -6 e x = -4;x = -5 e x = 3;x = -2 e x = 7;D
15+;Quais são as raízes da equação x² - 3x - 4 = 0?;x = -1 e x = 4;x = -1 e x = 1;x = -4 e x = 7;x = -7 e x = 0;A
15+;Quais são as raízes da equação x² - 1x - 20 = 0?;x = -6 e x = 9;x = 1 e x = 2;x = -6 e x = 3;x = -4 e x = 5;D
15+;Quais são as raízes da equação x² + 4x - 21 = 0?;x = 1 e x = 4;x = -7 e x = 3;x = 6 e x = 7;x = 2 e x = 3;B
15+;Quais são as raízes da equação x² - 1x - 42 = 0?;x = -1 e x = 3;x = -6 e x = 7;x = 4 e x = 9;x = -7 e x = 2;B
15+;Quais são as raízes da equação x² + 1x - 6 = 0?;x = -3 e x = 2;x = -7 e x = -4;x = -6 e x = 7;x = 0 e x = 1;A
15+;Quais são as raízes da equação x² - 6x - 7 = 0?;x = -5 e x = -1;x = -7 e x = -5;x = -4 e x = 2;x = -1 e x = 7;D
15+;Quais são as raízes da equação x² - 10x + 21 = 0?;x = -5 e x = 1;x = -5 e x = 5;x = -1 e x = 4;x = 3 e x = 7;D
15+;Quais são as raízes da equação x² - 1x - 6 = 0?;x = 2 e x = 6;x = 2 e x = 3;x = 3 e x = 7;x = -2 e x = 3;D
15+;Quais são as raízes da equação x² - 12x + 32 = 0?;x = 4 e x = 8;x = -3 e x = 2;x = -8 e x = -7;x = -5 e x = -4;A
15+;Quais são as raízes da equação x² - 2x - 24 = 0?;x = -4 e x = 6;x = -3 e x = 0;x = 1 e x = 3;x = 1 e x = 8;A
15+;Quais são as raízes da equação x² + 4x - 32 = 0?;x = -7 e x = 7;x = -2 e x = 3;x = -8 e x = 4;x = -5 e x = -2;C
15+;Quais são as raízes da equação x² - 10x + 9 = 0?;x = -5 e x = 3;x = -3 e x = 2;x = -6 e x = -5;x = 1 e x = 9;D
15+;Quais são as raízes da equação x² - 16x + 63 = 0?;x = 7 e x = 9;x = -7 e x = 0;x = -6 e x = 9;x = -4 e x = 7;A
15+;Quais são as raízes da equação x² - 1x - 6 = 0?;x = -2 e x = 3;x = -3 e x = -1;x = 7 e x = 9;x = -7 e x = 9;A
15+;Quais são as raízes da equação x² + 6x - 7 = 0?;x = 1 e x = 9;x = -7 e x = 8;x = -7 e x = 1;x = -3 e x = 6;C
15+;Quais são as raízes da equação x² - 9x + 14 = 0?;x = -7 e x = 4;x = -4 e x = -3;x = 2 e x = 7;x = 4 e x = 8;C
15+;Quais são as raízes da equação x² - 1x - 42 = 0?;x = -1 e x = 3;x = -4 e x = 3;x = -6 e x = 7;x = -2 e x = 3;C
15+;Quais são as raízes da equação x² - 14x + 45 = 0?;x = -8 e x = 5;x = -3 e x = 0;x = -5 e x = 6;x = 5 e x = 9;D
15+;Quais são as raízes da equação x² - 8x + 7 = 0?;x = 1 e x = 7;x = 0 e x = 9;x = 1 e x = 6;x = 2 e x = 7;A
15+;Quais são as raízes da equação x² - 13x + 42 = 0?;x = -6 e x = 3;x = -8 e x = 9;x = 6 e x = 7;x = 2 e x = 6;C
15+;Quais são as raízes da equação x² - 7x + 12 = 0?;x = -1 e x = 6;x = -7 e x = 0;x = -7 e x = -4;x = 3 e x = 4;D
15+;Quais são as raízes da equação x² - 16 = 0?;x = -4 e x = 4;x = -4 e x = 5;x = 2 e x = 5;x = 3 e x = 5;A
15+;Quais são as raízes da equação x² - 5x + 6 = 0?;x = 1 e x = 4;x = 2 e x = 3;x = -8 e x = -5;x = -5 e x = 8;B
15+;Quais são as raízes da equação x² - 25 = 0?;x = -2 e x = 0;x = -3 e x = 2;x = -5 e x = 5;x = 5 e x = 8;C
15+;Quais são as raízes da equação x² - 4x - 32 = 0?;x = -5 e x = 9;x = -5 e x = -1;x = -4 e x = -2;x = -4 e x = 8;D
15+;Quais são as raízes da equação x² + 2x - 24 = 0?;x = -8 e x = -5;x = -4 e x = 6;x = -8 e x = 7;x = -6 e x = 4;D
15+;Quais são as raízes da equação x² - 2x - 48 = 0?;x = -8 e x = 2;x = 3 e x = 7;x = -6 e x = 8;x = 0 e x = 1;C
15+;Quais são as raízes da equação x² - 2x - 8 = 0?;x = -7 e x = 0;x = -2 e x = 4;x = 0 e x = 6;x = 0 e x = 5;B
15+;Quais são as raízes da equação x² - 8x + 12 = 0?;x = 2 e x = 6;x = -7 e x = -6;x = 1 e x = 8;x = 2 e x = 8;A
15+;Quais são as raízes da equação x² - 8x + 7 = 0?;x = -6 e x = 9;x = 4 e x = 7;x = 1 e x = 7;x = -7 e x = 4;C
15+;Quais são as raízes da equação x² - 7x + 6 = 0?;x = -4 e x = 9;x = 1 e x = 6;x = -2 e x = 4;x = -8 e x = 8;B
15+;Quais são as raízes da equação x² - 4 = 0?;x = 0 e x = 8;x = -4 e x = 6;x = -1 e x = 8;x = -2 e x = 2;D
15+;Quais são as raízes da equação x² - 4x - 12 = 0?;x = -2 e x = 6;x = 6 e x = 9;x = -6 e x = 8;x = -1 e x = 6;A
15+;Quais são as raízes da equação x² - 1x - 6 = 0?;x = 4 e x = 9;x = -2 e x = 3;x = -8 e x = -5;x = -4 e x = -2;B
15+;Quais são as raízes da equação x² - 1x - 72 = 0?;x = -8 e x = 9;x = -6 e x = -1;x = -5 e x = 2;x = 0 e x = 8;A
15+;Quais são as raízes da equação x² - 2x - 8 = 0?;x = -6 e x = 5;x = 5 e x = 9;x = -6 e x = -1;x = -2 e x = 4;D
15+;Quais são as raízes da equação x² - 9x + 14 = 0?;x = -6 e x = -5;x = -1 e x = 1;x = -1 e x = 4;x = 2 e x = 7;D
15+;Quais são as raízes da equação x² - 11x + 24 = 0?;x = -3 e x = 9;x = 3 e x = 8;x = -7 e x = 0;x = 3 e x = 4;B
15+;Quais são as raízes da equação x² - 7x + 10 = 0?;x = 1 e x = 5;x = 1 e x = 8;x = 2 e x = 5;x = 1 e x = 2;C
15+;Quais são as raízes da equação x² - 10x + 24 = 0?;x = 4 e x = 6;x = 3 e x = 8;x = 2 e x = 8;x = 7 e x = 9;A
15+;Quais são as raízes da equação x² - 3x - 54 = 0?;x = 0 e x = 6;x = -6 e x = 9;x = 7 e x = 9;x = -1 e x = 2;B
15+;Quais são as raízes da equação x² - 2x - 63 = 0?;x = 2 e x = 4;x = -8 e x = -6;x = -7 e x = 9;x = -2 e x = 9;C
15+;Quais são as raízes da equação x² - 2x - 63 = 0?;x = -3 e x = 2;x = -7 e x = -4;x = -7 e x = 9;x = -3 e x = 6;C
15+;Quais são as raízes da equação x² + 4x - 32 = 0?;x = 2 e x = 7;x = -8 e x = 4;x = 6 e x = 7;x = -2 e x = 7;B
15+;Quais são as raízes da equação x² - 2x - 3 = 0?;x = -8 e x = 7;x = -1 e x = 3;x = -7 e x = -4;x = 2 e x = 8;B
15+;Quais são as raízes da equação x² - 8x + 15 = 0?;x = 3 e x = 5;x = -7 e x = 9;x = -4 e x = 2;x = -5 e x = -3;A
15+;Quais são as raízes da equação x² - 8x + 15 = 0?;x = 3 e x = 7;x = -2 e x = 4;x = -2 e x = 6;x = 3 e x = 5;D
15+;Quais são as raízes da equação x² - 3x + 2 = 0?;x = -7 e x = 9;x = 4 e x = 8;x = 1 e x = 2;x = -4 e x = 9;C
15+;Quais são as raízes da equação x² - 2x - 24 = 0?;x = -7 e x = 3;x = -4 e x = 6;x = -3 e x = 4;x = -2 e x = 4;B
15+;Quais são as raízes da equação x² + 1x - 6 = 0?;x = -1 e x = 5;x = -3 e x = 2;x = -8 e x = -1;x = -5 e x = 2;B
15+;Quais são as raízes da equação x² - 6x + 5 = 0?;x = -4 e x = 7;x = 5 e x = 7;x = -7 e x = -4;x = 1 e x = 5;D
15+;Quais são as raízes da equação x² - 5x - 24 = 0?;x = -3 e x = 4;x = -8 e x = -3;x = -4 e x = 7;x = -3 e x = 8;D
15+;Quais são as raízes da equação x² - 5x + 6 = 0?;x = -7 e x = 9;x = -5 e x = -2;x = 2 e x = 3;x = -8 e x = -3;C
15+;Quais são as raízes da equação x² - 17x + 72 = 0?;x = -6 e x = 0;x = -2 e x = 1;x = -5 e x = -3;x = 8 e x = 9;D
15+;Quais são as raízes da equação x² + 3x - 4 = 0?;x = -2 e x = 6;x = -5 e x = 0;x = -4 e x = 1;x = -1 e x = 3;C
15+;Quais são as raízes da equação x² - 7x - 18 = 0?;x = -2 e x = 9;x = 1 e x = 2;x = -5 e x = 5;x = -5 e x = -3;A
15+;Quais são as raízes da equação x² - 9x + 8 = 0?;x = 5 e x = 6;x = 1 e x = 8;x = -1 e x = 2;x = -6 e x = -1;B
15+;Quais são as raízes da equação x² - 3x - 40 = 0?;x = -5 e x = 8;x = -3 e x = 4;x = 1 e x = 2;x = 5 e x = 7;A
15+;Quais são as raízes da equação x² - 15x + 54 = 0?;x = -8 e x = 2;x = 6 e x = 9;x = 2 e x = 5;x = 1 e x = 4;B
15+;Quais são as raízes da equação x² - 11x + 30 = 0?;x = -1 e x = 8;x = 0 e x = 5;x = -3 e x = -1;x = 5 e x = 6;D
15+;Quais são as raízes da equação x² - 12x + 32 = 0?;x = 4 e x = 8;x = -6 e x = 5;x = -5 e x = 4;x = -4 e x = 3;A
15+;Quais são as raízes da equação x² - 36 = 0?;x = 0 e x = 4;x = -5 e x = 4;x = -6 e x = 6;x = 7 e x = 9;C
15+;Quais são as raízes da equação x² + 4x - 32 = 0?;x = -8 e x = 4;x = -3 e x = 0;x = -3 e x = 4;x = -1 e x = 8;A
15+;Quais são as raízes da equação x² - 8x + 12 = 0?;x = 2 e x = 6;x = -6 e x = 6;x = 0 e x = 2;x = -7 e x = 3;A
15+;Quais são as raízes da equação x² - 1x - 6 = 0?;x = -4 e x = 4;x = 2 e x = 3;x = -8 e x = -5;x = -2 e x = 3;D
15+;Quais são as raízes da equação x² - 11x + 18 = 0?;x = -2 e x = -1;x = 6 e x = 7;x = 2 e x = 9;x = -3 e x = 9;C
15+;Quais são as raízes da equação x² - 64 = 0?;x = -8 e x = 8;x = -5 e x = 5;x = -7 e x = -2;x = -4 e x = 6;A
15+;Quais são as raízes da equação x² - 64 = 0?;x = -8 e x = 5;x = -8 e x = 8;x = -3 e x = 1;x = -1 e x = 2;B
15+;Quais são as raízes da equação x² - 9x + 8 = 0?;x = 1 e x = 8;x = -4 e x = 2;x = -2 e x = 5;x = -2 e x = 6;A
15+;Quais são as raízes da equação x² - 8x + 12 = 0?;x = -2 e x = 4;x = 2 e x = 6;x = -8 e x = -3;x = -8 e x = 8;B
15+;Quais são as raízes da equação x² - 5x - 6 = 0?;x = -8 e x = 3;x = 3 e x = 7;x = -8 e x = -4;x = -1 e x = 6;D
15+;Quais são as raízes da equação x² + 2x - 8 = 0?;x = 3 e x = 8;x = -4 e x = 2;x = -2 e x = 2;x = -5 e x = 7;B
15+;Quais são as raízes da equação x² - 11x + 30 = 0?;x = -6 e x = 8;x = -3 e x = 4;x = -5 e x = 2;x = 5 e x = 6;D
15+;Quais são as raízes da equação x² + 1x - 2 = 0?;x = -3 e x = 9;x = -8 e x = -4;x = -2 e x = 1;x = -2 e x = 9;C
15+;Quais são as raízes da equação x² - 1x - 20 = 0?;x = -4 e x = -2;x = -4 e x = 5;x = -1 e x = 4;x = -8 e x = 6;B
15+;Quais são as raízes da equação x² - 15x + 56 = 0?;x = 7 e x = 8;x = -8 e x = -5;x = 3 e x = 9;x = -2 e x = 7;A
15+;Quais são as raízes da equação x² - 25 = 0?;x = -5 e x = 5;x = -3 e x = 8;x = 4 e x = 7;x = 0 e x = 6;A
15+;Quais são as raízes da equação x² - 7x + 10 = 0?;x = -5 e x = 2;x = -7 e x = 3;x = 2 e x = 5;x = -1 e x = 8;C
15+;Quais são as raízes da equação x² - 4x - 45 = 0?;x = -5 e x = 9;x = -4 e x = 9;x = -1 e x = 9;x = -2 e x = 7;A
15+;Quais são as raízes da equação x² - 6x + 5 = 0?;x = 4 e x = 9;x = -7 e x = -4;x = 1 e x = 5;x = -8 e x = -5;C
15+;Quais são as raízes da equação x² - 13x + 36 = 0?;x = 4 e x = 9;x = -6 e x = 4;x = -4 e x = 6;x = -1 e x = 1;A
15+;Quais são as raízes da equação x² - 11x + 28 = 0?;x = -8 e x = 3;x = -3 e x = 9;x = -2 e x = 1;x = 4 e x = 7;D
15+;Quais são as raízes da equação x² - 1x - 2 = 0?;x = -1 e x = 2;x = -2 e x = 9;x = -8 e x = -1;x = 1 e x = 9;A
15+;Quais são as raízes da equação x² - 9x + 14 = 0?;x = -4 e x = 3;x = 0 e x = 1;x = 2 e x = 7;x = -6 e x = 2;C
15+;Quais são as raízes da equação x² - 5x + 6 = 0?;x = -7 e x = 5;x = 2 e x = 3;x = -4 e x = 1;x = 2 e x = 4;B
15+;Quais são as raízes da equação x² - 7x - 8 = 0?;x = -5 e x = 0;x = -1 e x = 8;x = 5 e x = 9;x = 0 e x = 4;B
15+;Quais são as raízes da equação x² - 4x - 5 = 0?;x = -7 e x = 1;x = -1 e x = 5;x = -6 e x = -1;x = -8 e x = -4;B
15+;Quais são as raízes da equação x² + 2x - 48 = 0?;x = -8 e x = 2;x = -4 e x = 0;x = -8 e x = -4;x = -8 e x = 6;D
15+;Quais são as raízes da equação x² - 6x + 8 = 0?;x = -7 e x = 7;x = -3 e x = 0;x = 2 e x = 4;x = 0 e x = 6;C
15+;Quais são as raízes da equação x² - 11x + 30 = 0?;x = -5 e x = 7;x = 5 e x = 6;x = 2 e x = 8;x = -7 e x = 8;B
15+;Quais são as raízes da equação x² - 3x - 4 = 0?;x = 0 e x = 1;x = -8 e x = 0;x = -2 e x = 7;x = -1 e x = 4;D
15+;Quais são as raízes da equação x² - 2x - 8 = 0?;x = -2 e x = -1;x = -2 e x = 4;x = 2 e x = 3;x = 6 e x = 8;B
15+;Quais são as raízes da equação x² - 7x - 18 = 0?;x = -2 e x = 1;x = -2 e x = 9;x = -8 e x = 2;x = 3 e x = 7;B
15+;Quais são as raízes da equação x² + 7x - 8 = 0?;x = 1 e x = 9;x = -4 e x = -1;x = -4 e x = 9;x = -8 e x = 1;D
15+;Quais são as raízes da equação x² - 4x + 3 = 0?;x = -7 e x = 3;x = -1 e x = 9;x = 2 e x = 3;x = 1 e x = 3;D
15+;Quais são as raízes da equação x² - 11x + 30 = 0?;x = -8 e x = -1;x = -8 e x = -5;x = 4 e x = 9;x = 5 e x = 6;D
15+;Quais são as raízes da equação x² - 4x - 21 = 0?;x = -7 e x = -3;x = -6 e x = 2;x = -8 e x = 9;x = -3 e x = 7;D
15+;Quais são as raízes da equação x² - 9x + 18 = 0?;x = -2 e x = 1;x = -7 e x = 1;x = 3 e x = 6;x = -6 e x = 7;C
15+;Quais são as raízes da equação x² - 10x + 16 = 0?;x = 3 e x = 9;x = -5 e x = 8;x = -3 e x = 4;x = 2 e x = 8;D
